Blood-ID,Sample,Sample pt,Band,Treatment,Box,Pair ID,Date,Numeric Date,Time,Numeric time,Tarsus,Mass,Cp Telomere,Mean Cp T,Cp CV T,Efficiency T,Et^CpT(C)-CpT(S),Et_CV,Cp GAPDH,Cp Mean R,Cp CV R,Efficiency R,ER^(CpR(S)-CpR(C)),Er_CV,RTL,RTLave,RTLcv,qPCR Plate,Drop Duplicate,Sex,NOx,Fledged,Recruit,Size rank,Brood size
LAN-87,Tel 1,8,59V66763,LAN,K40,11,27/04/17,27,09:05:00,9.083333333,12.81,7.1,15.04,,,1.97540797,0.350500406,,27.51,,,2.051129172,3.001575746,,1.052053518,,,3,0,F,0.0026,1,0,4,7
LAN-41,Tel 2,15,59V66757,LAN,K40,11,04/05/17,34,08:47:00,8.783333333,15.16,11.3,12.59,12.565,0.002813795,2.076969342,1.834285662,0.025838688,25.68,25.645,0.001930102,2.018534361,0.896849143,0.034758623,1.645077523,1.634761881,0.008923943,1,0,M,0.0027,1,0,2,7
LAN-41,Tel 2,15,59V66757,LAN,K40,11,04/05/17,34,08:47:00,8.783333333,15.16,11.3,12.54,,,2.076969342,1.902560499,,25.61,,,2.018534361,0.853821068,,1.624446238,,,1,0,M,0.0027,1,0,2,7
LAN-37,Tel 2,15,59V66758,LAN,K40,11,04/05/17,34,08:33:00,8.55,17.75,12.4,13.23,13.25,0.002134662,2.007917687,0.945758662,0.019715637,27.27,27.39,0.006195897,2.051129172,2.526218927,0.12161379,2.389193432,2.574948571,0.102020459,3,0,M,0.0026,1,0,1,7
LAN-37,Tel 2,15,59V66758,LAN,K40,11,04/05/17,34,08:33:00,8.55,17.75,12.4,13.27,,,2.007917687,0.919751472,,27.51,,,2.051129172,3.001575746,,2.760703709,,,3,0,M,0.0026,1,0,1,7
LAN-39,Tel 2,15,59V66759,LAN,K40,11,04/05/17,34,08:40:00,8.666666667,17,10.1,13.26,13.485,0.023596444,1.97540797,1.177491098,0.21494286,26.31,26.445,0.007219468,2.051129172,1.267528385,0.13672587,1.49250339,1.413178054,0.079383461,3,0,F,0.0053,1,0,3,7
LAN-39,Tel 2,15,59V66759,LAN,K40,11,04/05/17,34,08:40:00,8.666666667,17,10.1,13.71,,,1.97540797,0.866786366,,26.58,,,2.051129172,1.538848292,,1.333852719,,,3,0,F,0.0053,1,0,3,7
LAN-40,Tel 2,15,59V66761,LAN,K40,11,04/05/17,34,08:43:00,8.716666667,15.46,8.5,12.19,12.185,0.000580309,2.097833555,1.375186315,0.005238967,24.87,24.915,0.002554269,2.018534361,0.507738527,0.044683782,0.698235073,0.723782108,0.049916906,1,0,M,0.003,1,0,6,7
LAN-40,Tel 2,15,59V66761,LAN,K40,11,04/05/17,34,08:43:00,8.716666667,15.46,8.5,12.18,,,2.097833555,1.38541298,,24.96,,,2.018534361,0.540870595,,0.749329143,,,1,0,M,0.003,1,0,6,7
LAN-38,Tel 2,15,59V66762,LAN,K40,11,04/05/17,34,08:37:00,8.616666667,17.41,9.2,12.55,12.39,0.018262645,2.007917687,1.519314012,0.15708447,26.06,26.03,0.001629904,2.051129172,1.059154805,0.030474008,1.609188737,1.767837891,0.126914231,3,0,F,0.0034,1,0,5,7
LAN-38,Tel 2,15,59V66762,LAN,K40,11,04/05/17,34,08:37:00,8.616666667,17.41,9.2,12.23,,,2.007917687,1.899005545,,26,,,2.051129172,1.014471522,,1.926487046,,,3,0,F,0.0034,1,0,5,7
LAN-42,Tel 2,15,59V66763,LAN,K40,11,04/05/17,34,08:50:00,8.833333333,17.14,9.8,13.05,13.02,0.003258557,2.076969342,1.310536532,0.031004907,25.67,25.865,0.010661962,2.018534361,0.890571998,0.192492062,1.167127139,1.385422692,0.222832016,1,0,F,0.0026,1,0,4,7
LAN-42,Tel 2,15,59V66763,LAN,K40,11,04/05/17,34,08:50:00,8.833333333,17.14,9.8,12.99,,,2.076969342,1.369288425,,26.06,,,2.018534361,1.171205581,,1.603718245,,,1,0,F,0.0026,1,0,4,7
CTR-46,Tel 1,8,59V66706,CTR,K44A,7,25/04/17,25,08:48:00,8.8,15,11,13.31,13.17,0.015033402,2.097833555,0.599760681,0.146167897,26.12,26.14,0.00108203,2.018534361,1.221617659,0.019864765,0.732678239,0.829978835,0.165791966,1,0,M,,1,0,1,6
CTR-46,Tel 1,8,59V66706,CTR,K44A,7,25/04/17,25,08:48:00,8.8,15,11,13.03,,,2.097833555,0.738029767,,26.16,,,2.018534361,1.256425516,,0.927279431,,,1,0,M,,1,0,1,6
CTR-47,Tel 1,8,59V66707,CTR,K44A,7,25/04/17,25,08:49:00,8.816666667,15.12,10.9,12.93,12.895,0.003838501,2.017152285,1.371299788,0.034724741,25.7,25.805,0.005754405,2.002186402,1.098254796,0.10290714,1.506036569,1.66808588,0.137386412,2,0,M,0.0053,1,0,2,6
CTR-47,Tel 1,8,59V66707,CTR,K44A,7,25/04/17,25,08:49:00,8.816666667,15.12,10.9,12.86,,,2.017152285,1.440336999,,25.91,,,2.002186402,1.270629854,,1.830135191,,,2,0,M,0.0053,1,0,2,6
CTR-48,Tel 1,8,59V66708,CTR,K44A,7,25/04/17,25,08:51:00,8.85,14.02,10.1,11.9,11.96,0.007094717,2.007917687,2.390189761,0.059116276,25.74,25.755,0.000823654,2.051129172,0.84163091,0.015238773,2.011657584,1.951095462,0.043897275,3,0,F,0.0034,1,0,5,6
CTR-48,Tel 1,8,59V66708,CTR,K44A,7,25/04/17,25,08:51:00,8.85,14.02,10.1,12.02,,,2.007917687,2.19838055,,25.77,,,2.051129172,0.859966369,,1.89053334,,,3,0,F,0.0034,1,0,5,6
CTR-49,Tel 1,8,59V66709,CTR,K44A,7,25/04/17,25,08:55:00,8.916666667,14.17,10.1,11.76,11.775,0.001801546,2.076969342,3.364603891,0.015504317,25.17,25.135,0.001969265,2.018534361,0.626831716,0.034758623,2.10904043,2.036673959,0.0502494,1,0,M,0.0029,1,0,4,6
CTR-49,Tel 1,8,59V66709,CTR,K44A,7,25/04/17,25,08:55:00,8.916666667,14.17,10.1,11.79,,,2.076969342,3.291630215,,25.1,,,2.018534361,0.596758251,,1.964307489,,,1,0,M,0.0029,1,0,4,6
CTR-50,Tel 1,8,59V66710,CTR,K44A,7,25/04/17,25,08:57:00,8.95,15.47,10.6,12.49,12.475,0.001700457,2.007917687,1.584208348,0.014787147,26.08,26.145,0.003515926,2.002186402,1.429798448,0.063773934,2.265098638,2.398261869,0.078524055,3,0,F,0.0036,1,0,3,6
CTR-50,Tel 1,8,59V66710,CTR,K44A,7,25/04/17,25,08:57:00,8.95,15.47,10.6,12.46,,,2.007917687,1.617687667,,26.21,,,2.002186402,1.564841688,,2.5314251,,,3,0,F,0.0036,1,0,3,6
CTR-51,Tel 1,8,59V66711,CTR,K44A,7,25/04/17,25,08:59:00,8.983333333,15.14,10,12.54,12.34,0.022920803,2.007917687,1.529942124,0.19590149,25.54,25.625,0.00469105,2.002186402,0.982793753,0.083356549,1.503617562,1.869859544,0.276996408,3,0,F,0.0057,1,0,6,6
CTR-51,Tel 1,8,59V66711,CTR,K44A,7,25/04/17,25,08:59:00,8.983333333,15.14,10,12.14,,,2.007917687,2.021963746,,25.71,,,2.002186402,1.105905845,,2.236101526,,,3,0,F,0.0057,1,0,6,6
CTR-28,Tel 2,15,59V66706,CTR,K44A,7,02/05/17,32,08:34:00,8.566666667,20.13,15.7,13.16,13.24,0.008545097,1.97540797,1.260443296,0.076944832,25.93,26.085,0.008403416,2.051129172,0.964717928,0.156825794,1.215972245,1.28923596,0.080365847,3,0,M,,1,0,3,6
CTR-28,Tel 2,15,59V66706,CTR,K44A,7,02/05/17,32,08:34:00,8.566666667,20.13,15.7,13.32,,,1.97540797,1.130363757,,26.24,,,2.051129172,1.205363907,,1.362499675,,,3,0,M,,1,0,3,6
CTR-25,Tel 2,15,59V66707,CTR,K44A,7,02/05/17,32,08:20:00,8.333333333,19.29,16,12.49,12.655,0.018438976,2.076969342,1.973376627,0.16973223,25.07,25.27,0.011192826,2.002186402,0.709178023,0.195108456,1.399475335,1.425484465,0.025803482,1,0,M,0.0053,1,0,2,6
CTR-25,Tel 2,15,59V66707,CTR,K44A,7,02/05/17,32,08:20:00,8.333333333,19.29,16,12.82,,,2.076969342,1.550451022,,25.47,,,2.002186402,0.93617507,,1.451493594,,,1,0,M,0.0053,1,0,2,6
CTR-27,Tel 2,15,59V66708,CTR,K44A,7,02/05/17,32,08:30:00,8.5,19.01,15.4,13.05,12.865,0.020336534,2.097833555,0.727174194,0.192637771,25.89,25.755,0.007412884,2.002186402,1.253109334,0.132156725,0.91122877,0.952488635,0.061260848,1,1,F,0.0034,1,0,4,6
CTR-27,Tel 2,15,59V66708,CTR,K44A,7,02/05/17,32,08:30:00,8.5,19.01,15.4,12.68,,,2.097833555,0.956519302,,25.62,,,2.002186402,1.038921534,,0.9937485,,,1,1,F,0.0034,1,0,4,6
CTR-27,Tel 2,15,59V66708,CTR,K44A,7,02/05/17,32,08:30:00,8.5,19.01,15.4,12.88,12.755,0.013859404,2.097833555,0.824782681,0.130601583,24.95,25.055,0.005926658,2.018534361,0.537084984,0.104108197,0.442978393,0.530414082,0.233124916,1,0,F,0.0034,1,0,4,6
CTR-27,Tel 2,15,59V66708,CTR,K44A,7,02/05/17,32,08:30:00,8.5,19.01,15.4,12.63,,,2.097833555,0.992618328,,25.16,,,2.018534361,0.622444453,,0.617849772,,,1,0,F,0.0034,1,0,4,6
CTR-24,Tel 2,15,59V66709,CTR,K44A,7,02/05/17,32,08:15:00,8.25,19.34,16.7,12.5,12.755,0.028273184,2.097833555,1.092980776,0.264054185,25.79,25.91,0.006549812,2.018534361,0.968887546,0.118914974,1.058975461,0.958985935,0.147454243,1,0,M,0.0029,1,0,1,6
CTR-24,Tel 2,15,59V66709,CTR,K44A,7,02/05/17,32,08:15:00,8.25,19.34,16.7,13.01,,,2.097833555,0.749047397,,26.03,,,2.018534361,1.146785119,,0.858996408,,,1,0,M,0.0029,1,0,1,6
CTR-23,Tel 2,15,59V66710,CTR,K44A,7,02/05/17,32,08:11:00,8.183333333,19.33,15.3,11.34,11.385,0.005589777,2.007917687,3.531588456,0.044348512,25.55,25.635,0.00468922,2.051129172,0.734248394,0.086249217,2.593063151,2.672393267,0.041980994,3,0,F,0.0036,1,0,5,6
CTR-23,Tel 2,15,59V66710,CTR,K44A,7,02/05/17,32,08:11:00,8.183333333,19.33,15.3,11.43,,,2.007917687,3.316828046,,25.72,,,2.051129172,0.829624974,,2.751723382,,,3,0,F,0.0036,1,0,5,6
CTR-26,Tel 2,15,59V66711,CTR,K44A,7,02/05/17,32,08:27:00,8.45,19.05,15.3,12.02,11.95,0.008284096,2.007917687,2.19838055,0.068954481,25.54,25.54,0,2.051129172,0.728992525,0,1.602602987,1.684748247,0.068954481,3,0,F,0.0057,1,0,6,6
CTR-26,Tel 2,15,59V66711,CTR,K44A,7,02/05/17,32,08:27:00,8.45,19.05,15.3,11.88,,,2.007917687,2.423747085,,25.54,,,2.051129172,0.728992525,,1.766893507,,,3,0,F,0.0057,1,0,6,6
LAN-110,Tel 1,8,59V66811,LAN,K46B,16,28/04/17,28,09:10:00,9.166666667,12.96,7.3,12.27,12.135,0.015732907,2.097833555,1.29604434,0.140982911,25.47,25.375,0.005294593,2.018534361,0.773858944,0.094224043,1.002955504,1.037487861,0.047071516,1,0,,,0,0,10,12
LAN-110,Tel 1,8,59V66811,LAN,K46B,16,28/04/17,28,09:10:00,9.166666667,12.96,7.3,12,,,2.097833555,1.583062412,,25.28,,,2.018534361,0.677181272,,1.072020217,,,1,0,,,0,0,10,12
LAN-111,Tel 1,8,59V66812,LAN,K46B,16,28/04/17,28,09:12:00,9.2,12.66,7.1,12.92,13.125,0.022088669,2.076969342,1.441169436,0.210329138,26.44,26.45,0.000534674,2.018534361,1.529490799,0.009932872,2.204255392,1.930425107,0.200605816,1,0,F,0.004,0,0,12,12
LAN-111,Tel 1,8,59V66812,LAN,K46B,16,28/04/17,28,09:12:00,9.2,12.66,7.1,13.33,,,2.076969342,1.067993742,,26.46,,,2.018534361,1.551127836,,1.656594822,,,1,0,F,0.004,0,0,12,12
LAN-112,Tel 1,8,59V66813,LAN,K46B,16,28/04/17,28,09:14:00,9.233333333,12.53,7.3,12.54,12.44,0.011368276,2.097833555,1.06106425,0.104588508,25.42,25.38,0.002228863,2.002186402,0.90423611,0.039262041,0.95945261,1.006019044,0.06546087,1,0,F,0.0053,1,0,11,12
LAN-112,Tel 1,8,59V66813,LAN,K46B,16,28/04/17,28,09:14:00,9.233333333,12.53,7.3,12.34,,,2.097833555,1.230540432,,25.34,,,2.002186402,0.855384716,,1.052585477,,,1,0,F,0.0053,1,0,11,12
LAN-113,Tel 1,8,59V66814,LAN,K46B,16,28/04/17,28,09:15:00,9.25,14.29,7.5,12.44,12.44,0,2.076969342,2.046828636,0,24.16,24.385,0.013048926,2.002186402,0.377038906,0.219126434,0.77173403,0.91323612,0.219126434,1,0,,,0,0,9,12
LAN-113,Tel 1,8,59V66814,LAN,K46B,16,28/04/17,28,09:15:00,9.25,14.29,7.5,12.44,,,2.076969342,2.046828636,,24.61,,,2.002186402,0.515303622,,1.05473821,,,1,0,,,0,0,9,12
LAN-114,Tel 1,8,59V66815,LAN,K46B,16,28/04/17,28,09:17:00,9.283333333,13.73,8,12.34,12.435,0.010804205,2.007917687,1.75883129,0.093518672,26.28,26.425,0.007760112,2.051129172,1.240503241,0.146783325,2.181835917,2.26784175,0.053632762,3,0,F,0.0029,1,0,7,12
LAN-114,Tel 1,8,59V66815,LAN,K46B,16,28/04/17,28,09:17:00,9.283333333,13.73,8,12.53,,,2.007917687,1.540644583,,26.57,,,2.051129172,1.527832967,,2.353847584,,,3,0,F,0.0029,1,0,7,12
LAN-115,Tel 1,8,59V66816,LAN,K46B,16,28/04/17,28,09:18:00,9.3,13.79,8.2,12.19,12.045,0.017024572,2.017152285,2.304830737,0.143394102,25.19,25.075,0.006485925,2.002186402,0.770789535,0.1126681,1.776539412,1.81632325,0.030976228,2,0,F,0.0046,1,0,4,12
LAN-115,Tel 1,8,59V66816,LAN,K46B,16,28/04/17,28,09:18:00,9.3,13.79,8.2,11.9,,,2.017152285,2.824966201,,24.96,,,2.002186402,0.657036918,,1.856107088,,,2,0,F,0.0046,1,0,4,12
LAN-116,Tel 1,8,59V66817,LAN,K46B,16,28/04/17,28,09:19:00,9.316666667,14.1,8,13.69,13.615,0.00779038,2.076969342,0.820906845,0.077447128,26.45,26.38,0.003752652,2.018534361,1.540271325,0.069475278,1.264419273,1.271606592,0.007993355,1,0,F,0.0027,1,0,5,12
LAN-116,Tel 1,8,59V66817,LAN,K46B,16,28/04/17,28,09:19:00,9.316666667,14.1,8,13.54,,,2.076969342,0.916027242,,26.31,,,2.018534361,1.396021702,,1.27879391,,,1,0,F,0.0027,1,0,5,12
LAN-117,Tel 1,8,59V66818,LAN,K46B,16,28/04/17,28,09:22:00,9.366666667,15.24,9.6,12.64,12.56,0.00900773,2.076969342,1.76846092,0.082598887,26.17,26.175,0.000270146,1.970580571,1.126040431,0.004796486,1.991358497,2.122498379,0.087378064,2,0,M,0.0031,1,0,3,12
LAN-117,Tel 1,8,59V66818,LAN,K46B,16,28/04/17,28,09:22:00,9.366666667,15.24,9.6,12.48,,,2.076969342,1.98785307,,26.18,,,1.970580571,1.133704646,,2.253638261,,,2,0,M,0.0031,1,0,3,12
LAN-118,Tel 1,8,59V66819,LAN,K46B,16,28/04/17,28,09:24:00,9.4,15.47,9.7,11.91,11.925,0.001778885,2.017152285,2.805213171,0.014884474,25.45,25.35,0.005578752,1.970580571,0.690949271,0.095783231,1.938259995,1.797684414,0.110588873,2,0,,,0,0,2,12
LAN-118,Tel 1,8,59V66819,LAN,K46B,16,28/04/17,28,09:24:00,9.4,15.47,9.7,11.94,,,2.017152285,2.746778938,,25.25,,,1.970580571,0.603291663,,1.657108833,,,2,0,,,0,0,2,12
LAN-119,Tel 1,8,59V66820,LAN,K46B,16,28/04/17,28,09:26:00,9.433333333,15.96,10.2,14.09,14.305,0.02125522,1.97540797,0.6692101,0.205528053,26.15,26.23,0.00431327,2.051129172,1.129896887,0.081187236,0.756138409,0.694557578,0.125386935,3,0,M,0.0026,1,0,1,12
LAN-119,Tel 1,8,59V66820,LAN,K46B,16,28/04/17,28,09:26:00,9.433333333,15.96,10.2,14.52,,,1.97540797,0.499378755,,26.31,,,2.051129172,1.267528385,,0.632976747,,,3,0,M,0.0026,1,0,1,12
LAN-120,Tel 1,8,59V66821,LAN,K46B,16,28/04/17,28,09:27:00,9.45,14.55,7.7,13.95,13.89,0.006108914,2.007917687,0.572536628,0.059116276,27.43,27.33,0.005174583,2.051129172,2.83393488,0.101421339,1.62253152,1.575266981,0.042432268,3,0,F,0.0048,1,0,8,12
LAN-120,Tel 1,8,59V66821,LAN,K46B,16,28/04/17,28,09:27:00,9.45,14.55,7.7,13.83,,,2.007917687,0.622490581,,27.23,,,2.051129172,2.45465954,,1.528002443,,,3,0,F,0.0048,1,0,8,12
LAN-121,Tel 1,8,59V66822,LAN,K46B,16,28/04/17,28,09:29:00,9.483333333,13.85,8,12.59,12.525,0.007339232,2.017152285,1.740778693,0.064457081,25.27,25.23,0.002242114,2.002186402,0.814809662,0.039262041,1.418403299,1.44416453,0.025226961,2,0,,,0,0,6,12
LAN-121,Tel 1,8,59V66822,LAN,K46B,16,28/04/17,28,09:29:00,9.483333333,13.85,8,12.46,,,2.017152285,1.907039074,,25.19,,,2.002186402,0.770789535,,1.469925762,,,2,0,,,0,0,6,12
LAN-66,Tel 2,15,59V66812,LAN,K46B,16,05/05/17,35,09:57:00,9.95,17.46,10.8,13.79,13.72,0.007215375,2.097833555,0.420269523,0.073280179,25.22,25.39,0.009468937,2.018534361,0.649236264,0.168063662,0.272854215,0.328586185,0.239866773,1,0,F,0.004,0,0,8,12
LAN-66,Tel 2,15,59V66812,LAN,K46B,16,05/05/17,35,09:57:00,9.95,17.46,10.8,13.65,,,2.097833555,0.466203835,,25.56,,,2.018534361,0.824356487,,0.384318155,,,1,0,F,0.004,0,0,8,12
LAN-62,Tel 2,15,59V66813,LAN,K46B,16,05/05/17,35,09:41:00,9.683333333,18.61,11.1,12.51,12.49,0.002264553,2.076969342,1.944739245,0.020671778,25.11,25.28,0.009510139,2.018534361,0.600964466,0.168063662,1.168719181,1.348353101,0.188408159,1,0,F,0.0053,1,0,7,12
LAN-62,Tel 2,15,59V66813,LAN,K46B,16,05/05/17,35,09:41:00,9.683333333,18.61,11.1,12.47,,,2.076969342,2.002435711,,25.45,,,2.018534361,0.763064209,,1.527987021,,,1,0,F,0.0053,1,0,7,12
LAN-63,Tel 2,15,59V66815,LAN,K46B,16,05/05/17,35,09:45:00,9.75,18.26,11.7,12.18,12.315,0.01550295,2.007917687,1.96636225,0.132697666,25.94,26.005,0.003534854,2.051129172,0.971673323,0.065989284,1.910661742,1.824234296,0.067001737,3,0,F,0.0029,1,0,5,12
LAN-63,Tel 2,15,59V66815,LAN,K46B,16,05/05/17,35,09:45:00,9.75,18.26,11.7,12.45,,,2.007917687,1.629003936,,26.07,,,2.051129172,1.066791069,,1.73780685,,,3,0,F,0.0029,1,0,5,12
LAN-60,Tel 2,15,59V66816,LAN,K46B,16,05/05/17,35,09:34:00,9.566666667,19.21,13.2,12.56,12.61,0.005607508,2.076969342,1.874950791,0.05166013,26.28,26.285,0.000269015,1.970580571,1.213275271,0.004796486,2.27483143,2.201858096,0.04686945,2,0,F,0.0046,1,0,2,12
LAN-60,Tel 2,15,59V66816,LAN,K46B,16,05/05/17,35,09:34:00,9.566666667,19.21,13.2,12.66,,,2.076969342,1.742797248,,26.29,,,1.970580571,1.221533236,,2.128884762,,,2,0,F,0.0046,1,0,2,12
LAN-64,Tel 2,15,59V66817,LAN,K46B,16,05/05/17,35,09:51:00,9.85,18.34,11.4,13.22,13.045,0.018971819,2.017152285,1.118814767,0.172790999,25.98,26.005,0.001359559,1.970580571,0.989876666,0.023980225,1.107488632,1.286058644,0.196364399,2,0,F,0.0027,0,0,6,12
LAN-64,Tel 2,15,59V66817,LAN,K46B,16,05/05/17,35,09:51:00,9.85,18.34,11.4,12.87,,,2.017152285,1.430265721,,26.03,,,1.970580571,1.02402556,,1.464628656,,,2,0,F,0.0027,0,0,6,12
LAN-59,Tel 2,15,59V66818,LAN,K46B,16,05/05/17,35,09:31:00,9.516666667,19.03,11.9,12.71,12.655,0.006146325,2.097833555,0.935493141,0.057597021,25.8,25.89,0.004916154,2.018534361,0.975716692,0.089278435,0.912776273,1.018257906,0.146498795,1,0,M,0.0031,1,0,4,12
LAN-59,Tel 2,15,59V66818,LAN,K46B,16,05/05/17,35,09:31:00,9.516666667,19.03,11.9,12.6,,,2.097833555,1.014928436,,25.98,,,2.018534361,1.107210616,,1.123739539,,,1,0,M,0.0031,1,0,4,12
LAN-65,Tel 2,15,59V66820,LAN,K46B,16,05/05/17,35,09:54:00,9.9,19.44,14.9,12.28,12.37,0.010289347,2.097833555,1.286477365,0.094162313,24.86,24.955,0.005383702,2.018534361,0.50418481,0.094224043,0.648622345,0.648650785,6.20056E-05,1,0,M,0.0026,1,0,1,12
LAN-65,Tel 2,15,59V66820,LAN,K46B,16,05/05/17,35,09:54:00,9.9,19.44,14.9,12.46,,,2.097833555,1.125857342,,25.05,,,2.018534361,0.576164671,,0.648679225,,,1,0,M,0.0026,1,0,1,12
LAN-67,Tel 2,15,59V66821,LAN,K46B,16,05/05/17,35,10:00:00,10,17.91,12.6,12.75,12.905,0.016985905,2.076969342,1.631842191,0.159535736,26.84,26.92,0.004202715,1.970580571,1.7739121,0.076668832,2.894744608,2.733582662,0.083376813,2,0,F,0.0048,1,0,3,12
LAN-67,Tel 2,15,59V66821,LAN,K46B,16,05/05/17,35,10:00:00,10,17.91,12.6,13.06,,,2.076969342,1.300992614,,27,,,1.970580571,1.97727542,,2.572420717,,,2,0,F,0.0048,1,0,3,12
CTR-125,Tel 1,8,59V66868,CTR,K49B,19,01/05/17,31,08:20:00,8.333333333,13.54,9.2,15.8,15.75,0.004489567,2.017152285,0.183034256,0.049596399,27.79,27.78,0.000509076,1.970580571,3.379065286,0.009592862,0.618484701,0.636493326,0.040013055,2,0,,0.0012,1,0,8,9
CTR-125,Tel 1,8,59V66868,CTR,K49B,19,01/05/17,31,08:20:00,8.333333333,13.54,9.2,15.7,,,2.017152285,0.196338852,,27.77,,,1.970580571,3.33353254,,0.654501952,,,2,0,,0.0012,1,0,8,9
CTR-126,Tel 1,8,59V66869,CTR,K49B,19,01/05/17,31,08:22:00,8.366666667,12.65,7.5,12.56,12.77,0.023256449,2.007917687,1.508759731,0.205561292,25.86,25.895,0.001911468,2.051129172,0.917404442,0.035551022,1.384142879,1.235118113,0.170633758,3,0,F,0.003,1,0,9,9
CTR-126,Tel 1,8,59V66869,CTR,K49B,19,01/05/17,31,08:22:00,8.366666667,12.65,7.5,12.98,,,2.007917687,1.125814412,,25.93,,,2.051129172,0.964717928,,1.086093347,,,3,0,F,0.003,1,0,9,9
CTR-127,Tel 1,8,59V66870,CTR,K49B,19,01/05/17,31,08:24:00,8.4,14.31,9.6,12.93,12.965,0.003817777,2.097833555,0.794787414,0.036664717,25.21,25.245,0.001960684,2.002186402,0.781566435,0.034356355,0.621179166,0.620166256,0.002309817,1,0,F,0.0029,1,0,7,9
CTR-127,Tel 1,8,59V66870,CTR,K49B,19,01/05/17,31,08:24:00,8.4,14.31,9.6,13,,,2.097833555,0.754617738,,25.28,,,2.002186402,0.820486076,,0.619153347,,,1,0,F,0.0029,1,0,7,9
CTR-128,Tel 1,8,59V66871,CTR,K49B,19,01/05/17,31,08:25:00,8.416666667,15.17,9.7,13.52,13.475,0.004722791,2.017152285,0.906434828,0.044640237,26.5,26.51,0.000533464,1.970580571,1.408542869,0.009592862,1.276752312,1.327655118,0.05422149,2,0,,0.0028,1,0,4,9
CTR-128,Tel 1,8,59V66871,CTR,K49B,19,01/05/17,31,08:25:00,8.416666667,15.17,9.7,13.43,,,2.017152285,0.965523983,,26.52,,,1.970580571,1.427782166,,1.378557924,,,2,0,,0.0028,1,0,4,9
CTR-129,Tel 1,8,59V66872,CTR,K49B,19,01/05/17,31,08:27:00,8.45,15.51,10.7,12.7,12.345,0.040667948,2.097833555,0.942449998,0.363621618,25.51,25.575,0.003594287,2.018534361,0.795908701,0.064519911,0.750104153,1.070402468,0.423177481,1,0,M,0.0028,1,0,1,9
CTR-129,Tel 1,8,59V66872,CTR,K49B,19,01/05/17,31,08:27:00,8.45,15.51,10.7,11.99,,,2.097833555,1.594834961,,25.64,,,2.018534361,0.872002944,,1.390700782,,,1,0,M,0.0028,1,0,1,9
CTR-130,Tel 1,8,59V66873,CTR,K49B,19,01/05/17,31,08:29:00,8.483333333,15.57,10.1,12.71,12.565,0.016320013,2.007917687,1.35896477,0.142462781,26.01,26.04,0.001629278,2.051129172,1.021785629,0.030474008,1.388570673,1.581551432,0.172562207,3,0,F,0.0031,1,0,3,9
CTR-130,Tel 1,8,59V66873,CTR,K49B,19,01/05/17,31,08:29:00,8.483333333,15.57,10.1,12.42,,,2.007917687,1.663429928,,26.07,,,2.051129172,1.066791069,,1.77453219,,,3,0,F,0.0031,1,0,3,9
CTR-131,Tel 1,8,59V66874,CTR,K49B,19,01/05/17,31,08:31:00,8.516666667,14.4,9.7,13.07,13.05,0.002167377,2.097833555,0.716478294,0.020954429,25.76,25.64,0.006618784,2.018534361,0.948685557,0.118914974,0.679712609,0.635628603,0.098082746,1,0,F,0.0026,1,0,6,9
CTR-131,Tel 1,8,59V66874,CTR,K49B,19,01/05/17,31,08:31:00,8.516666667,14.4,9.7,13.03,,,2.097833555,0.738029767,,25.52,,,2.018534361,0.801518616,,0.591544598,,,1,0,F,0.0026,1,0,6,9
CTR-132,Tel 1,8,59V66875,CTR,K49B,19,01/05/17,31,08:33:00,8.55,15.41,10.4,13.63,13.615,0.001558076,2.007917687,0.715619169,0.014787147,26.48,26.545,0.003462945,2.051129172,1.432176376,0.065989284,1.024892868,1.086946317,0.08073704,3,0,F,0.0011,1,0,2,9
CTR-132,Tel 1,8,59V66875,CTR,K49B,19,01/05/17,31,08:33:00,8.55,15.41,10.4,13.6,,,2.007917687,0.73074246,,26.61,,,2.051129172,1.57237307,,1.148999765,,,3,0,F,0.0011,1,0,2,9
CTR-133,Tel 1,8,59V66876,CTR,K49B,19,01/05/17,31,08:34:00,8.566666667,14.56,9.7,12.18,12.13,0.005829405,2.097833555,1.38541298,0.052365954,25.08,25.15,0.003936181,2.018534361,0.588433933,0.069475278,0.815224009,0.891928353,0.121619997,1,0,F,0.0008,1,0,5,9
CTR-133,Tel 1,8,59V66876,CTR,K49B,19,01/05/17,31,08:34:00,8.566666667,14.56,9.7,12.08,,,2.097833555,1.491957167,,25.22,,,2.018534361,0.649236264,,0.968632697,,,1,0,F,0.0008,1,0,5,9
CTR-102,Tel 2,15,59V66868,CTR,K49B,19,08/05/17,38,10:37:00,10.61666667,18.83,14.8,12.27,12.24,0.00346621,2.007917687,1.846785247,0.029571061,25.9,25.865,0.001913685,2.051129172,0.944149047,0.035551022,1.743640531,1.736294798,0.005983106,3,0,,0.0012,1,0,7,9
CTR-102,Tel 2,15,59V66868,CTR,K49B,19,08/05/17,38,10:37:00,10.61666667,18.83,14.8,12.21,,,2.007917687,1.925666836,,25.83,,,2.051129172,0.897844338,,1.728949066,,,3,0,,0.0012,1,0,7,9
